"ConditionName","ConditionSNOMED","PathogenName","PathogenTaxonID","Fatalities","CountryName","CountryISO","Admin1Name","Admin1ISO","Admin2Name","CityName","PeriodStartDate","PeriodEndDate","PartOfCumulativeCountSeries","AgeRange","Subpopulation","PlaceOfAcquisition","DiagnosisCertainty","SourceName","CountValue"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1993-01-01","1993-01-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","70"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1993-02-01","1993-02-28","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","60"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1993-03-01","1993-03-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","25"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1993-04-01","1993-04-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","11"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1993-05-01","1993-05-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","30"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1993-06-01","1993-06-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","59"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1993-07-01","1993-07-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","66"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1993-08-01","1993-08-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","98"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1993-09-01","1993-09-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","151"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1993-10-01","1993-10-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","137"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1993-11-01","1993-11-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","107"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1993-12-01","1993-12-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","133"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1994-01-01","1994-01-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","62"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1994-02-01","1994-02-28","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","76"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1994-03-01","1994-03-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","87"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1994-04-01","1994-04-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","51"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1994-05-01","1994-05-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","56"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1994-06-01","1994-06-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","96"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1994-07-01","1994-07-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","63"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1994-08-01","1994-08-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","174"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1994-09-01","1994-09-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","202"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1994-10-01","1994-10-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","151"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1994-11-01","1994-11-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","128"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1994-12-01","1994-12-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","93"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1995-01-01","1995-01-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","144"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1995-02-01","1995-02-28","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","92"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1995-03-01","1995-03-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","140"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1995-04-01","1995-04-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","82"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1995-05-01","1995-05-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","96"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1995-06-01","1995-06-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","131"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1995-07-01","1995-07-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","183"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1995-08-01","1995-08-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","242"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1995-09-01","1995-09-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","237"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1995-10-01","1995-10-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","240"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1995-11-01","1995-11-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","261"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1995-12-01","1995-12-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","160"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1996-01-01","1996-01-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","184"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1996-02-01","1996-02-29","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","72"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1996-03-01","1996-03-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","87"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1996-04-01","1996-04-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","86"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1996-05-01","1996-05-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","57"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1996-06-01","1996-06-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","113"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1996-07-01","1996-07-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","226"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1996-08-01","1996-08-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","305"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1996-09-01","1996-09-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","382"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1996-10-01","1996-10-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","692"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1996-11-01","1996-11-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","458"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1996-12-01","1996-12-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","389"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1997-01-01","1997-01-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","327"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1997-02-01","1997-02-28","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","190"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1997-03-01","1997-03-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","158"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1997-04-01","1997-04-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","232"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1997-05-01","1997-05-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","185"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1997-06-01","1997-06-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","461"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1997-07-01","1997-07-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","710"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1997-08-01","1997-08-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","561"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1997-09-01","1997-09-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","390"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1997-10-01","1997-10-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","377"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1997-11-01","1997-11-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","223"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1997-12-01","1997-12-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","486"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1998-01-01","1998-01-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","528"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1998-02-01","1998-02-28","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","560"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1998-03-01","1998-03-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","409"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1998-04-01","1998-04-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","289"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1998-05-01","1998-05-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","204"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1998-06-01","1998-06-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","336"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1998-07-01","1998-07-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","668"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1998-08-01","1998-08-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","508"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1998-09-01","1998-09-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","658"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1998-10-01","1998-10-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","470"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1998-11-01","1998-11-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","283"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1998-12-01","1998-12-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","300"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1999-01-01","1999-01-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","194"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1999-02-01","1999-02-28","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","113"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1999-03-01","1999-03-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","119"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1999-04-01","1999-04-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","101"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1999-05-01","1999-05-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","92"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1999-06-01","1999-06-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","89"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1999-07-01","1999-07-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","83"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1999-08-01","1999-08-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","105"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1999-09-01","1999-09-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","131"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1999-10-01","1999-10-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","131"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1999-11-01","1999-11-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","92"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","1999-12-01","1999-12-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","105"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","2000-01-01","2000-01-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","57"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","2000-02-01","2000-02-29","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","53"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","2000-03-01","2000-03-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","46"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","2000-04-01","2000-04-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","32"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","2000-05-01","2000-05-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","47"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","2000-06-01","2000-06-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","56"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","2000-07-01","2000-07-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","55"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","2000-08-01","2000-08-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","87"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","2000-09-01","2000-09-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","63"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","2000-10-01","2000-10-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","48"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","2000-11-01","2000-11-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","68"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","2000-12-01","2000-12-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","61"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","2001-01-01","2001-01-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","72"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","2001-02-01","2001-02-28","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","98"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","2001-03-01","2001-03-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","144"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","2001-04-01","2001-04-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","113"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","2001-05-01","2001-05-31","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","217"
"Dengue","38362002","Dengue virus","12637","0","SINGAPORE","SG","CENTRAL SINGAPORE","SG-01","NA","NA","2001-06-01","2001-06-30","0","0-130","None specified","NA","NA","Singapore Dengue Surveillance System","193"
